sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_1	PO1f_Cas9_2	PO1f_Cas9_3
45016	YALI1_E17037g	142	212	407	102	2	18
40077	YALI1_D26146g	80	162	282	31	1	0
36638	YALI1_A20484g	248	526	698	35	5	9
26723	YALI1_C20488g	91	74	89	67	1	50
16279	YALI1_D26263g	207	215	342	101	7	30
886	YALI1_A19220g	234	265	638	217	29	137
18483	YALI1_F05088g	415	280	669	184	10	51
39414	YALI1_D09203g	222	187	476	149	15	110
9935	YALI1_B28098g	106	211	260	33	7	4
13902	YALI1_B25963g	120	237	299	155	7	24
7693	YALI1_F33189g	181	164	345	196	6	68
9214	YALI1_B08588g	79	115	220	24	3	17
12559	YALI1_A13749g	152	196	201	35	2	42
8293	YALI1_A07766g	142	127	200	44	1	23
10143	YALI1_C03534g	126	171	283	168	14	57
2257	YALI1_C02441g	43	85	83	238	3	44
44626	YALI1_E06664g	148	202	691	240	15	66
44800	YALI1_E11770g	39	99	145	18	0	7
40373	YALI1_D34710g	197	110	351	21	8	22
21340	YALI1_E20099g	154	192	341	294	19	143
12506	YALI1_A12403g	182	475	708	8	0	6
4752	YALI1_E00760g	170	468	502	29	0	19
45133	YALI1_E19871g	130	388	530	163	9	88
32003	YALI1_A05821g	60	165	280	375	40	157
25829	YALI1_B26808g	52	62	331	0	0	0
11379	YALI1_D04270g	170	90	362	87	11	62
35845	YALI1_A00661g	91	230	134	94	8	49
22775	YALI1_F14374g	104	12	118	8	4	7
9763	YALI1_B23351g	64	173	344	344	18	187
24194	YALI1_A06721g	150	105	529	668	57	185
19811	YALI1_F38450g	166	142	209	21	4	7
14877	YALI1_C22876g	50	6	11	28	2	14
10387	YALI1_C10293g	163	161	285	91	11	12
13197	YALI1_B06847g	107	236	730	161	6	28
11278	YALI1_D01489g	156	628	659	66	4	46
8091	YALI1_A03153g	318	308	773	96	4	23
20365	YALI1_D30826g	42	347	226	144	19	37
17826	YALI1_E29719g	168	129	108	67	2	33
38067	YALI1_C05570g	91	169	550	198	10	122
44592	YALI1_E05929g	110	251	361	0	0	23
28677	YALI1_E03789g	156	263	254	118	4	26
20198	YALI1_D26082g	92	130	253	18	8	10
19924	YALI1_D18566g	194	87	152	44	8	1
19124	YALI1_F21192g	383	530	1085	340	9	55
7206	YALI1_F20616g	88	214	314	130	10	142
21949	YALI1_E34784g	272	326	268	42	3	7
20322	YALI1_D29630g	171	242	214	84	3	47
22270	YALI1_F01172g	113	100	117	314	19	66
559	YALI1_A11141g	140	187	307	63	2	13
340	YALI1_A05662g	265	691	1122	1228	84	445
11776	YALI1_D14300g	188	214	519	100	10	26
13524	YALI1_B15742g	129	41	105	27	1	29
23343	YALI1_F28744g	23	81	124	32	2	31
38064	YALI1_C05507g	158	142	313	117	14	48
33776	YALI1_B29310g	53	119	136	40	3	24
12593	YALI1_A14483g	75	95	160	280	13	126
23011	YALI1_F19899g	10	42	4	0	0	4
18519	YALI1_F06109g	63	99	349	51	5	22
16131	YALI1_D22319g	88	75	245	200	32	191
17884	YALI1_E31389g	98	168	127	0	1	3
29506	YALI1_E24532g	82	35	241	35	0	15
39755	YALI1_D17524g	58	51	90	32	1	18
32352	YALI1_A14596g	99	103	103	15	4	13
9701	YALI1_B21675g	128	356	359	44	5	68
12822	YALI1_A20201g	121	297	423	801	55	269
42959	YALI1_F21908g	182	175	303	97	2	17
36753	YALI1_B00711g	162	387	392	383	6	111
38522	YALI1_C18100g	153	161	769	58	8	4
30821	YALI1_F15905g	19	132	157	65	2	6
18369	YALI1_F02047g	13	44	202	186	25	87
32560	YALI1_A19795g	225	408	507	1129	56	381
32038	YALI1_A06530g	29	62	59	265	28	73
23245	YALI1_F26012g	202	142	469	59	6	55
26387	YALI1_C12024g	82	56	11	48	18	16
11800	YALI1_D14840g	155	239	300	320	18	164
28741	YALI1_E05446g	56	161	391	27	7	6
21509	YALI1_E24078g	360	354	694	125	11	33
20138	YALI1_D24580g	97	98	178	105	6	75
33335	YALI1_B17441g	160	119	477	30	14	53
19906	YALI1_D18037g	175	225	143	55	6	42
11610	YALI1_D10197g	248	161	143	146	6	41
32023	YALI1_A06207g	159	128	466	173	10	11
7054	YALI1_F16600g	166	116	346	97	18	40
15103	YALI1_C29576g	78	110	118	22	1	24
8435	YALI1_A11654g	157	728	244	431	31	178
19720	YALI1_F36152g	168	51	140	120	5	59
1620	YALI1_B15703g	120	56	50	43	0	34
10926	YALI1_C25391g	582	562	445	504	36	158
19024	YALI1_F18152g	70	41	132	55	3	2
28827	YALI1_E07508g	116	91	115	0	1	3
3643	YALI1_D07486g	97	92	320	400	27	155
32248	YALI1_A12037g	170	139	214	61	1	42
35077	YALI1_D01431g	184	242	526	34	1	20
20639	YALI1_E02265g	144	108	114	69	8	17
9950	YALI1_B28572g	237	223	539	0	1	0
34065	YALI1_C06716g	186	118	227	21	1	9
34076	YALI1_C07063g	105	93	206	15	4	8
27179	YALI1_D00376g	38	55	124	71	3	4
46277	YALI1_F07055g	457	371	642	42	3	14
20548	YALI1_D35966g	35	248	99	46	15	23
806	YALI1_A17234g	198	311	431	63	8	28
43020	YALI1_F23595g	340	310	367	201	14	72
16203	YALI1_D24387g	140	392	603	466	22	202
11798	YALI1_D14725g	223	304	472	46	4	14
22839	YALI1_F15829g	53	144	204	94	2	71
30034	YALI1_E37295g	149	238	386	181	9	61
29039	YALI1_E13611g	343	247	908	161	22	154
1043	YALI1_B00525g	50	395	22	152	8	6
7441	YALI1_F26780g	134	180	375	165	11	61
34111	YALI1_C07840g	76	187	146	43	1	66
2740	YALI1_C16255g	95	46	287	110	10	53
30178	YALI1_E40818g	144	369	488	88	7	18
13406	YALI1_B12529g	85	34	427	2	0	0
1743	YALI1_B19079g	110	195	358	23	3	19
38153	YALI1_C07721g	207	191	453	34	8	48
17885	YALI1_E31396g	139	115	128	0	0	0
3963	YALI1_D15345g	198	271	148	77	1	24
23700	YALI1_F37551g	70	128	533	14	0	13
27488	YALI1_D08648g	151	355	258	115	9	61
15159	YALI1_C30884g	243	348	253	136	20	40
17176	YALI1_E14427g	109	79	241	45	2	27
32470	YALI1_A17419g	52	200	474	87	1	71
29695	YALI1_E28903g	97	291	459	44	4	55
34838	YALI1_C29066g	315	355	468	92	3	43
34894	YALI1_C30392g	147	291	340	161	6	59
4529	YALI1_D30540g	124	241	752	189	2	59
23640	YALI1_F35938g	207	345	488	126	3	47
39026	YALI1_C32721g	217	333	547	46	14	57
15639	YALI1_D09870g	88	259	442	73	5	23
22465	YALI1_F06787g	115	380	413	364	32	104
32650	YALI1_A21852g	72	41	349	63	3	39
28867	YALI1_E08689g	247	309	411	109	7	22
28860	YALI1_E08452g	129	173	296	73	5	16
43930	YALI1_D24361g	178	137	64	4	0	2
2151	YALI1_B30024g	275	638	742	114	5	30
5911	YALI1_E29263g	160	769	864	447	6	42
2495	YALI1_C09195g	73	97	438	257	9	151
27366	YALI1_D05343g	275	216	564	86	8	54
24709	YALI1_A19862g	294	497	593	138	14	47
28149	YALI1_D25450g	124	125	219	159	13	72
32444	YALI1_A16809g	95	96	193	1	6	22
29804	YALI1_E31772g	112	33	107	9	0	2
8158	YALI1_A04815g	65	257	200	6	5	16
27911	YALI1_D19018g	28	93	138	113	5	8
17646	YALI1_E25549g	19	0	12	0	0	0
1501	YALI1_B12427g	353	311	600	15	3	5
33266	YALI1_B15482g	233	249	443	51	4	15
40379	YALI1_D34865g	162	601	293	915	85	319
21002	YALI1_E11875g	99	44	181	17	1	19
30504	YALI1_F08562g	152	110	61	0	0	0
34720	YALI1_C25257g	50	57	79	401	7	104
20278	YALI1_D28213g	39	81	233	405	26	81
7642	YALI1_F32064g	208	394	260	1377	35	385
958	YALI1_A21043g	325	531	962	292	36	111
1259	YALI1_B05984g	67	223	292	12	4	0
30192	YALI1_E41276g	224	424	614	338	31	225
11299	YALI1_D02041g	156	47	191	42	5	5
5548	YALI1_E20963g	390	487	531	1008	79	462
30011	YALI1_E36789g	168	340	792	0	0	1
27121	YALI1_C32609g	55	51	61	94	9	35
36209	YALI1_A09593g	147	37	203	247	55	114
32099	YALI1_A07937g	97	384	387	689	43	288
20724	YALI1_E04341g	27	0	25	3	1	12
2637	YALI1_C13565g	317	208	477	365	25	224
46174	YALI1_F04001g	72	71	2	8	0	17
3210	YALI1_C29762g	65	245	104	15	0	0
22763	YALI1_F14160g	217	337	168	114	3	21
791	YALI1_A16843g	39	210	257	30	4	43
34085	YALI1_C07216g	105	186	308	101	18	45
4653	YALI1_D34213g	171	337	522	124	9	26
31166	YALI1_F24699g	154	347	690	0	0	8
12810	YALI1_A19898g	32	50	13	10	2	1
40219	YALI1_D30249g	51	318	279	122	6	2
44404	YALI1_E01299g	290	287	530	4	0	0
18138	YALI1_E37441g	52	41	223	26	0	2
7919	YALI1_F38629g	125	78	28	13	5	11
11702	YALI1_D12483g	87	62	90	101	6	33
873	YALI1_A18805g	221	378	277	1357	76	315
22195	YALI1_E40647g	159	200	156	60	7	11
22407	YALI1_F04938g	59	9	164	37	1	2
2950	YALI1_C21634g	44	82	73	0	0	0
39791	YALI1_D18373g	110	314	193	103	12	59
37725	YALI1_B26715g	134	532	236	473	10	65
9314	YALI1_B11448g	50	30	88	6	3	12
42301	YALI1_F05509g	160	149	97	20	1	14
2808	YALI1_C17848g	73	150	306	52	3	31
3691	YALI1_D08749g	80	111	319	54	2	26
18882	YALI1_F15199g	101	244	211	38	3	2
15534	YALI1_D07271g	62	80	392	61	6	24
20161	YALI1_D25178g	168	69	208	84	9	61
19862	YALI1_F39527g	227	230	436	182	10	75
45270	YALI1_E23223g	45	33	12	2	0	0
32033	YALI1_A06416g	130	270	395	679	32	210
27875	YALI1_D17899g	160	186	410	0	0	0
18919	YALI1_F15891g	59	79	287	68	6	33
4075	YALI1_D17970g	103	249	171	373	31	122
46305	YALI1_F07827g	122	89	200	491	36	80
3301	YALI1_C32079g	85	272	361	8	1	11
23351	YALI1_F28943g	30	94	115	1	0	2
37085	YALI1_B09117g	193	190	293	89	6	49
32082	YALI1_A07472g	273	399	657	910	61	309
33464	YALI1_B20730g	135	255	95	32	14	9
47325	YALI1_F33273g	207	243	521	84	0	24
27868	YALI1_D17832g	75	47	51	25	0	1
5847	YALI1_E27871g	216	264	302	0	0	0
27838	YALI1_D17108g	156	156	198	0	0	0
38986	YALI1_C31576g	278	235	363	178	10	70
15133	YALI1_C30235g	75	86	237	97	5	10
41042	YALI1_E16002g	101	98	478	100	9	14
36950	YALI1_B05711g	274	526	464	894	64	374
249	YALI1_A03402g	154	217	408	13	1	18
15545	YALI1_D07496g	49	137	245	308	25	73
11819	YALI1_D15367g	88	77	455	362	16	84
35187	YALI1_D04467g	36	176	102	13	1	9
24606	YALI1_A17123g	145	280	304	219	9	91
42113	YALI1_F00140g	266	604	787	1230	87	274
20835	YALI1_E07065g	63	50	291	33	2	2
36780	YALI1_B01352g	243	246	310	79	4	7
33221	YALI1_B14382g	242	619	852	877	80	444
30297	YALI1_F02855g	56	62	43	140	5	43
10020	YALI1_B30293g	84	380	285	640	32	227
398	YALI1_A06815g	274	471	812	133	2	109
38006	YALI1_C03914g	132	272	464	334	26	133
25446	YALI1_B16375g	319	259	259	102	11	18
14443	YALI1_C10534g	227	675	1028	170	4	82
32903	YALI1_B05711g	258	436	714	3	2	9
10547	YALI1_C15115g	131	183	618	94	5	41
29118	YALI1_E15432g	93	171	298	517	52	187
25773	YALI1_B25087g	218	96	154	22	2	58
43679	YALI1_D17482g	206	291	660	30	6	51
33811	YALI1_B30090g	210	105	97	7	1	1
6056	YALI1_E33094g	87	274	318	58	7	34
41662	YALI1_E30743g	231	393	450	229	9	74
29180	YALI1_E16900g	53	103	76	70	6	37
31923	YALI1_A03809g	249	245	254	136	8	28
9037	YALI1_B04212g	135	513	838	44	0	13
23591	YALI1_F34737g	309	208	411	87	3	34
7416	YALI1_F25999g	31	56	16	37	0	25
6001	YALI1_E31754g	316	308	371	138	20	33
32315	YALI1_A13775g	70	186	230	27	27	1
5625	YALI1_E22787g	64	7	68	676	39	73
3707	YALI1_D09140g	104	58	64	71	5	21
6614	YALI1_F05979g	35	27	60	0	1	1
35547	YALI1_D13403g	154	306	414	131	2	41
25563	YALI1_B19507g	153	262	396	0	0	3
44547	YALI1_E04823g	235	281	949	84	14	31
35154	YALI1_D03437g	137	274	357	73	4	12
34904	YALI1_C30653g	119	312	524	198	21	84
14990	YALI1_C25829g	58	94	92	1	0	2
34696	YALI1_C24589g	67	93	42	5	0	15
46661	YALI1_F16180g	114	127	157	7	4	5
24377	YALI1_A11557g	102	68	215	39	11	17
29931	YALI1_E34933g	46	193	185	13	0	3
29023	YALI1_E13097g	141	154	712	93	5	13
27303	YALI1_D03575g	219	342	1227	522	35	208
7209	YALI1_F20669g	73	352	273	271	20	55
5657	YALI1_E23555g	258	468	379	954	86	444
31819	YALI1_A01241g	367	201	712	45	9	47
27318	YALI1_D03987g	139	161	126	137	2	33
8155	YALI1_A04742g	206	308	226	23	3	5
36705	YALI1_A22023g	89	400	533	98	4	16
12948	YALI1_B00611g	49	130	101	64	0	30
29050	YALI1_E13808g	249	89	53	0	0	0
16480	YALI1_D32369g	136	116	356	46	4	31
29575	YALI1_E26205g	165	196	358	287	29	206
31495	YALI1_F33189g	123	149	497	38	5	28
25991	YALI1_C00503g	51	17	207	1	1	0
3251	YALI1_C30683g	167	278	608	426	11	117
20765	YALI1_E05403g	96	97	206	11	7	4
36345	YALI1_A13383g	319	250	275	10	4	2
38362	YALI1_C14147g	77	471	336	160	4	74
3638	YALI1_D07344g	308	322	1208	151	10	77
23287	YALI1_F27304g	251	187	326	116	14	54
37205	YALI1_B12443g	283	329	282	69	1	10
1813	YALI1_B20835g	115	262	532	134	6	23
20801	YALI1_E06109g	88	7	107	0	1	23
46349	YALI1_F09017g	229	181	287	26	6	0
11433	YALI1_D05764g	88	167	215	44	2	38
37722	YALI1_B26639g	189	204	372	104	6	23
26358	YALI1_C11131g	184	33	167	9	1	8
43592	YALI1_F37929g	74	204	262	11	11	13
27971	YALI1_D20886g	88	207	379	146	2	16
44395	YALI1_E01105g	364	503	741	589	63	352
46306	YALI1_F07847g	199	141	183	13	0	9
11286	YALI1_D01739g	140	220	288	378	45	165
33237	YALI1_B14793g	47	136	220	0	3	2
21793	YALI1_E30942g	96	289	455	148	30	137
46001	YALI1_E40744g	70	85	481	13	3	3
17557	YALI1_E23525g	71	160	289	0	0	0
18738	YALI1_F11857g	46	0	29	0	0	0
17121	YALI1_E13082g	357	400	409	120	1	69
8310	YALI1_A08362t	310	538	547	10	1	0
25246	YALI1_B10891g	58	46	143	18	2	4
18797	YALI1_F13097g	226	211	204	778	72	286
5640	YALI1_E23223g	294	345	464	25	2	13
31639	YALI1_F36710g	118	126	252	34	5	42
9251	YALI1_B09426g	225	254	316	850	81	245
20231	YALI1_D26943g	115	93	142	59	4	7
14923	YALI1_C24165g	182	176	307	49	6	38
32617	YALI1_A21106g	232	326	490	90	4	59
25125	YALI1_B07652g	111	248	547	1	0	3
38633	YALI1_C20901g	156	70	285	627	34	184
15600	YALI1_D08971g	217	149	260	133	10	16
8839	YALI1_A21654g	181	172	321	0	0	0
18096	YALI1_E36409g	129	62	110	30	3	25
3723	YALI1_D09417g	34	58	283	184	8	168
34622	YALI1_C22311g	104	267	136	89	12	10
676	YALI1_A14189g	232	282	242	87	0	25
29912	YALI1_E34425g	177	478	217	6	0	23
7321	YALI1_F23719g	191	299	707	480	38	141
39969	YALI1_D23359g	213	424	359	275	14	76
24828	YALI1_B00049g	365	462	672	1325	84	365
16544	YALI1_D33988g	113	269	223	79	9	61
30427	YALI1_F06351g	162	241	480	56	1	14
28951	YALI1_E11289g	185	25	193	111	8	35
33650	YALI1_B25762g	206	582	598	650	44	188
12063	YALI1_A01240g	127	279	395	154	7	68
34008	YALI1_C05252g	102	108	112	78	3	27
10022	YALI1_B30333g	62	220	443	642	44	276
11861	YALI1_D16370g	269	142	362	12	1	18
20120	YALI1_D24127g	168	152	181	34	5	7
1433	YALI1_B10552g	176	367	679	1030	43	237
4534	YALI1_D30685g	131	265	330	41	4	5
14544	YALI1_C13689g	175	69	384	17	2	15
30755	YALI1_F14542g	150	115	568	409	22	83
40036	YALI1_D25178g	224	368	248	100	15	70
6837	YALI1_F11857g	152	300	349	12	5	20
33286	YALI1_B15964g	14	118	188	65	1	13
35832	YALI1_A00241g	155	209	238	122	21	84
34343	YALI1_C14931g	102	24	105	163	5	24
35553	YALI1_D13611g	95	140	492	119	14	31
29089	YALI1_E14644g	104	299	271	0	0	1
28689	YALI1_E04060g	124	174	170	9	14	40
20494	YALI1_D34610g	522	673	918	59	6	31
37134	YALI1_B10463g	100	181	411	255	31	78
24637	YALI1_A17957g	210	60	120	122	7	32
1666	YALI1_B17039g	111	322	1242	208	19	71
3947	YALI1_D14866g	203	157	516	29	8	17
36624	YALI1_A20201g	139	231	435	117	8	35
6747	YALI1_F09671g	165	409	603	84	10	97
25935	YALI1_B29637g	270	285	189	1	4	2
33057	YALI1_B09518g	337	262	134	551	24	101
21750	YALI1_E29642g	103	90	548	473	41	98
43257	YALI1_F29798g	226	455	669	384	12	40
44231	YALI1_D32934g	134	178	353	45	3	38
8923	YALI1_B01268g	257	365	498	53	7	33
1953	YALI1_B24471g	113	197	530	232	12	55
26479	YALI1_C14725g	269	250	440	146	1	20
31051	YALI1_F21728g	67	85	286	32	0	20
2008	YALI1_B26205g	43	166	79	23	1	0
104	Nontargeting	95	129	383	315	37	138
38500	YALI1_C17580g	99	117	102	46	1	4
241	YALI1_A03258g	197	302	307	40	16	18
9598	YALI1_B19107g	81	104	535	76	27	73
23660	YALI1_F36584g	170	118	210	26	0	7
23438	YALI1_F31405g	113	97	264	46	1	31
22265	YALI1_F01020g	164	217	639	22	2	24
38886	YALI1_C29080g	234	123	352	371	22	104
37654	YALI1_B24424g	162	175	424	888	111	302
7831	YALI1_F36552g	59	207	570	302	8	31
18626	YALI1_F09161g	66	94	299	27	5	45
16566	YALI1_D34594g	83	59	125	17	3	18
6871	YALI1_F12616g	500	502	851	97	2	19
44099	YALI1_D28890g	152	337	627	1099	75	381
40053	YALI1_D25563g	131	357	606	77	11	45
47456	YALI1_F36321g	70	82	136	15	4	22
27614	YALI1_D11614g	56	13	179	82	14	51
21631	YALI1_E27059g	26	23	151	1	4	13
10612	YALI1_C16653g	224	193	854	3	0	0
32922	YALI1_B06141g	86	124	446	18	4	10
25270	YALI1_B11607g	109	56	88	28	3	19
36159	YALI1_A08362t	100	232	266	0	0	0
25312	YALI1_B12742g	76	234	326	168	17	98
37993	YALI1_C03550g	90	78	228	7	2	7
40246	YALI1_D30941g	62	72	217	156	29	101
27081	YALI1_C31408g	104	116	115	22	4	12
21983	YALI1_E35503g	34	82	67	3	6	15
21034	YALI1_E12747g	93	72	116	0	0	0
23324	YALI1_F28144g	87	73	286	30	1	0
21124	YALI1_E14889g	55	196	242	67	3	17
27783	YALI1_D15848g	18	19	179	9	0	21
20675	YALI1_E03088g	266	90	397	93	14	75
46737	YALI1_F17756g	192	508	522	347	8	140
21054	YALI1_E13329g	54	36	57	13	4	10
41422	YALI1_E24847g	304	232	406	241	19	73
25545	YALI1_B19079g	162	118	250	0	0	0
46308	YALI1_F07881g	487	630	589	5	1	9
34710	YALI1_C25029g	70	41	63	0	3	0
29787	YALI1_E31446g	223	334	828	90	15	22
17558	YALI1_E23555g	56	10	145	51	3	26
17735	YALI1_E27625g	61	127	99	9	1	10
31569	YALI1_F34818g	323	367	212	213	16	110
35317	YALI1_D08050g	150	243	387	0	0	3
46902	YALI1_F22525g	203	265	269	10	1	0
33423	YALI1_B19713g	49	109	248	96	7	61
16737	YALI1_E02799g	134	36	136	54	7	66
18024	YALI1_E34826g	409	255	800	112	4	55
16308	YALI1_D26993g	375	260	569	248	4	90
43135	YALI1_F26519g	140	126	388	17	7	45
7073	YALI1_F17034g	166	201	186	1	0	0
1736	YALI1_B18921g	135	178	322	86	16	64
5834	YALI1_E27625g	254	226	371	106	6	87
19674	YALI1_F34963g	51	238	428	128	3	12
18167	YALI1_E38113g	153	156	216	0	0	0
15099	YALI1_C29497g	46	64	43	5	0	7
26109	YALI1_C03969g	149	190	478	354	14	149
37294	YALI1_B15015g	124	367	399	6	0	5
30884	YALI1_F17265g	133	123	340	137	6	38
5231	YALI1_E13472g	146	42	352	1	0	0
25731	YALI1_B23794g	263	132	687	66	1	4
2987	YALI1_C23089g	137	234	384	32	3	26
28220	YALI1_D27235g	68	372	84	7	2	10
23367	YALI1_F29395g	361	156	282	771	70	357
12279	YALI1_A06434g	101	63	85	16	4	14
11384	YALI1_D04447g	243	113	369	0	0	3
46904	YALI1_F22578g	17	108	98	0	0	6
26156	YALI1_C05296g	155	373	627	47	3	21
33834	YALI1_C00209g	207	187	467	302	14	82
2687	YALI1_C14931g	104	163	302	73	7	28
34442	YALI1_C17411g	132	231	277	7	4	10
31700	YALI1_F38161g	366	381	737	115	2	21
33046	YALI1_B09279g	49	67	251	45	1	7
34158	YALI1_C09380g	84	102	198	266	8	126
6680	YALI1_F07907g	277	358	557	259	11	51
36833	YALI1_B02604g	126	226	427	139	15	72
43981	YALI1_D25606g	162	264	692	167	15	67
1182	YALI1_B04200g	217	482	473	46	3	40
1567	YALI1_B14441g	168	143	94	28	2	26
20772	YALI1_E05584g	53	3	30	8	4	12
36552	YALI1_A18315g	235	375	805	392	14	126
18899	YALI1_F15517g	132	233	451	3	0	0
47113	YALI1_F27929g	181	178	177	195	7	53
15262	YALI1_C33525g	240	218	329	907	92	293
10742	YALI1_C19866g	169	233	476	1	1	0
31817	YALI1_A01230g	242	181	298	79	6	57
6020	YALI1_E32241g	373	384	656	48	27	62
16034	YALI1_D19980g	156	418	1155	89	9	63
7317	YALI1_F23595g	459	419	1122	1348	133	775
36806	YALI1_B01903g	109	137	84	103	1	19
9118	YALI1_B06110g	83	91	156	18	0	1
36683	YALI1_A21565g	446	780	663	84	16	34
21128	YALI1_E14988g	86	86	248	138	3	67
42121	YALI1_F00307g	125	171	427	19	2	18
25109	YALI1_B07210g	100	295	243	35	4	33
26549	YALI1_C16352g	182	178	609	367	23	166
43829	YALI1_D21565g	341	693	1165	10	0	2
1480	YALI1_B11916g	168	220	333	24	2	5
21972	YALI1_E35249g	108	417	121	92	4	54
41555	YALI1_E27976g	98	177	82	339	25	178
9971	YALI1_B29227g	255	100	296	194	11	60
3180	YALI1_C29021g	130	235	281	281	13	64
27143	YALI1_C33098g	120	117	99	6	3	2
9507	YALI1_B16578g	120	84	224	50	2	0
12166	YALI1_A03763g	208	187	339	4	1	3
42964	YALI1_F22171g	126	60	163	59	3	34
16143	YALI1_D22691g	64	59	134	0	0	1
33774	YALI1_B29243g	200	209	33	17	4	33
22136	YALI1_E39193g	39	25	110	20	1	5
11879	YALI1_D16879g	39	104	127	5	1	1
15805	YALI1_D13816g	105	79	210	163	4	60
17976	YALI1_E33599g	139	195	331	64	6	20
5332	YALI1_E15804g	221	267	464	716	39	211
5786	YALI1_E26532g	205	372	327	28	4	5
37189	YALI1_B12042g	68	151	277	26	9	18
45734	YALI1_E34319g	68	114	407	5	0	5
7273	YALI1_F22568g	203	210	216	71	7	76
26711	YALI1_C20255g	431	484	941	341	16	171
5915	YALI1_E29481g	152	145	101	16	3	9
24039	YALI1_A03153g	80	274	177	735	28	176
26129	YALI1_C04531g	254	206	185	2	0	0
4195	YALI1_D21501g	314	537	681	90	14	59
7825	YALI1_F36290g	128	213	219	65	5	11
38995	YALI1_C31888g	167	261	315	117	0	62
44762	YALI1_E10712g	159	231	272	416	26	361
32690	YALI1_B00273g	410	411	698	136	8	100
46735	YALI1_F17706g	144	515	230	0	0	1
15617	YALI1_D09297g	51	21	4	0	0	3
2197	YALI1_C00784g	95	209	298	114	8	59
3221	YALI1_C30007g	123	121	225	71	2	32
41756	YALI1_E33024g	80	155	263	8	0	0
6131	YALI1_E34979g	194	349	133	373	36	215
24420	YALI1_A12729g	201	224	328	33	2	4
23417	YALI1_F30647g	92	109	67	3	0	4
8200	YALI1_A05813g	246	140	135	529	56	213
445	YALI1_A08047g	108	230	583	48	3	44
6539	YALI1_F03909g	9	94	18	23	3	5
18223	YALI1_E39414g	101	203	528	726	32	254
25905	YALI1_B28789g	78	21	84	72	4	34
33206	YALI1_B14013g	173	167	328	46	10	31
39750	YALI1_D17410g	106	73	267	140	10	46
30281	YALI1_F02309g	132	244	278	99	1	5
23315	YALI1_F28015g	188	235	387	69	9	35
29943	YALI1_E35168g	194	292	314	3	5	30
40882	YALI1_E12019g	240	188	558	72	10	38
42965	YALI1_F22172g	122	186	190	113	9	58
32201	YALI1_A10784g	74	165	224	84	6	32
837	YALI1_A18010g	93	232	357	0	0	6
45746	YALI1_E34650g	213	460	597	67	2	81
7625	YALI1_F31725g	72	190	264	261	16	92
12929	YALI1_B00101g	38	27	0	136	8	40
652	YALI1_A13596g	114	66	269	29	1	2
45058	YALI1_E18081g	152	106	471	240	17	70
8422	YALI1_A11341g	65	112	124	38	5	6
15693	YALI1_D11151g	43	26	216	3	1	0
42247	YALI1_F04001g	330	358	462	211	8	77
43553	YALI1_F37011g	312	232	276	104	8	1
28571	YALI1_E01193g	57	107	184	0	1	6
21832	YALI1_E31827g	107	134	473	22	5	7
12076	YALI1_A01602g	116	409	545	114	4	22
24341	YALI1_A10510g	27	69	79	41	2	26
1541	YALI1_B13737g	291	357	496	92	10	49
33238	YALI1_B14804g	149	161	716	26	5	32
31092	YALI1_F22978g	128	364	897	806	47	508
36584	YALI1_A19089g	80	267	348	189	7	101
18869	YALI1_F14900g	101	342	205	96	1	27
33600	YALI1_B24218g	54	92	239	300	8	75
45149	YALI1_E20269g	50	50	13	417	6	15
24723	YALI1_A20201g	111	115	187	29	2	9
2605	YALI1_C12725g	272	537	689	14	0	8
22321	YALI1_F02758g	40	153	272	17	2	18
33502	YALI1_B21628g	154	296	533	161	6	50
9163	YALI1_B07271g	71	237	89	122	12	28
14192	YALI1_C03582g	216	456	242	0	0	0
8886	YALI1_B00214g	242	534	577	1058	111	466
3156	YALI1_C28396g	238	443	366	188	12	42
39686	YALI1_D15897g	79	197	248	7	2	1
35240	YALI1_D05901g	55	198	211	139	26	71
31563	YALI1_F34712g	214	237	252	7	0	0
1535	YALI1_B13586g	85	249	555	0	0	0
32377	YALI1_A15192g	85	147	157	84	1	39
31979	YALI1_A05220g	219	168	311	93	9	39
4492	YALI1_D29595g	156	509	518	75	3	28
1948	YALI1_B24292g	213	447	728	127	7	46
13879	YALI1_B25319g	206	379	667	121	11	33
12549	YALI1_A13555g	19	11	1	15	1	0
12446	YALI1_A10784g	312	422	796	45	10	52
31702	YALI1_F38220g	68	522	239	70	7	17
20025	YALI1_D21543g	62	92	106	11	3	12
4064	YALI1_D17814g	359	449	1410	571	33	174
13171	YALI1_B06264g	124	63	97	163	7	11
41764	YALI1_E33268g	134	211	323	7	3	10
42467	YALI1_F10115g	180	77	178	51	2	30
32733	YALI1_B01352g	200	57	411	27	4	50
37277	YALI1_B14615g	263	530	821	690	11	108
13770	YALI1_B22276g	158	200	221	68	12	92
17896	YALI1_E31649g	61	75	80	36	11	38
42818	YALI1_F17949g	101	257	91	101	8	69
17006	YALI1_E09884g	210	171	254	13	2	0
39629	YALI1_D14391g	23	123	85	357	18	95
12156	YALI1_A03512g	81	168	220	47	4	4
38889	YALI1_C29148g	102	108	251	0	2	1
38092	YALI1_C06201g	282	155	160	39	9	20
35111	YALI1_D02221g	199	168	428	920	45	149
41059	YALI1_E16359g	368	445	401	186	8	66
24534	YALI1_A15497g	211	130	295	583	53	217
34863	YALI1_C29628g	58	17	34	4	0	0
47294	YALI1_F32546g	266	474	374	13	1	15
